,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
7726,False,/28QWARI48SUXShKXGaLatZkeCO7.jpg,"['Horror', 'Thriller']",103620,en,Maniac,"As he helps a young artist with her upcoming exhibition, the owner of a mannequin shop's deadly, suppressed desires come to the surface.",12.743,/nbDkRvhmbYnHDXkoq0sF0PLeo8j.jpg,2012-12-26,Maniac,False,6.045,932
7727,False,/qJVUx5xUes9cTDpMiNWx4Fab2ac.jpg,"['Family', 'Comedy', 'Drama', 'Music', 'TV Movie']",32293,en,The Cheetah Girls,"A four-member teen girl group named the Cheetah Girls go to a Manhattan High School for the Performing Arts and try to become the first freshmen to win the talent show in the school's history. During the talent show auditions, they meet a big-time producer named Jackal Johnson, who tries to make the group into superstars, but the girls run into many problems.",12.698,/7XOJqR8WErIm1ZqytABCEuUke1C.jpg,2003-08-15,The Cheetah Girls,False,6.045,471
7728,False,/bXYUq1h2GyEQhPkHSkaecCyJTBz.jpg,"['Comedy', 'Crime', 'Drama', 'Thriller']",9910,en,Two for the Money,A former college athlete joins forces with a sports consultant to handicap football games for high-rolling gamblers.,15.483,/5SedPYdGLrp6LX9C2cWXLx38w1D.jpg,2005-10-07,Two for the Money,False,6.045,644
7729,False,/rnn6sGMGPpM8VfVmCMFxsjKvz7q.jpg,"['Family', 'Comedy', 'Adventure']",9279,en,Jingle All the Way,"Howard Langston, a salesman for a mattress company, is constantly kept busy at his job, disappointing his son. After he misses his son's karate exposition, Howard vows to make it up to him by buying an action figure of his son's favorite television hero for Christmas. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man. Now, Howard must travel all over town and compete with everybody else to find a Turbo Man action figure.",32.824,/lHLOUt0ZIQLC5asHdIQBoTUvaEp.jpg,1996-11-21,Jingle All the Way,False,6.045,2676
7730,False,/5luJmy21N3bYCkjzRHsoZfvLtPP.jpg,"['Drama', 'Thriller']",773975,en,End of the Road,Recently widowed mom Brenda fights to protect her family during a harrowing road trip when a murder and a missing bag of cash plunge them into danger.,15.531,/tLFIMuPWJHlTJ6TN8HCOiSD6SdA.jpg,2022-09-09,End of the Road,False,6.0,318
7731,False,/2PLNu6D9mX1ssq5OPDCZXthmPX8.jpg,"['Thriller', 'Action']",292040,en,Spooks: The Greater Good,"During a handover to the head of counter-terrorism of MI5, Harry Pearce, a terrorist escapes custody. When Harry disappears soon after, his protégé is tasked with finding out what happened as an impending attack on London looms, and eventually uncovers a deadly conspiracy.",14.642,/bpK63x3M7uFtoIetK5YniHXLE28.jpg,2015-04-11,Spooks: The Greater Good,False,6.044,574
7732,False,/orV7mt3Gu4h2WEE2ki2CfeIkMuK.jpg,"['Romance', 'Comedy']",934756,en,Love in the Villa,"A young woman takes a trip to romantic Verona, Italy, after a breakup, only to find that the villa she reserved was double-booked, and she'll have to share her vacation with a cynical British man.",12.025,/t92CXfEP5aWBATeOomcF0wF9NsM.jpg,2022-09-01,Love in the Villa,False,6.0,359
7733,False,/b6UXXuRQL3teEMVKTyae5hTq8ke.jpg,['Comedy'],671043,fr,Pourris gâtés,"The billionaire is tired of the whims of his own children and decides to teach them a lesson. He announces to them that he has become bankrupt. Now spoiled teenagers will have to do what they have never done: go to work, learn to love and value life.",17.103,/nW5LHayHlbavYD6XRM9SjKi55uu.jpg,2021-09-15,Spoiled Brats,False,6.0,549
7734,False,/57b4FmA9aSNE6wiL439DlKFS5TY.jpg,"['Drama', 'Comedy']",308453,en,The Bronze,"In 2004, Hope Ann Greggory became an American hero after winning the bronze medal for the women's gymnastics team. Today, she's still living in her small hometown, washed-up and embittered. Stuck in the past, Hope must reassess her life when a promising young gymnast threatens her local celebrity status.",17.539,/Ah2nD3Kml59svErVsz6DUsxlJ8.jpg,2016-01-22,The Bronze,False,6.0,369
7735,False,/e1gAy3E4bvOLnhNUB8LLCEC17kW.jpg,"['Thriller', 'Horror']",146229,en,Kristy,"When a college girl who is alone on campus over the Thanksgiving break is targeted by a group of outcasts, she must conquer her deepest fears to outwit them and fight back.",12.502,/5sT3ZsWbX6VOlgqslJ1l7eWZJqq.jpg,2014-08-07,Kristy,False,6.0,415
7736,False,/2vQfPfzcFylZdPUBN6yNRusqe5X.jpg,"['Action', 'Comedy', 'Thriller']",11847,cn,特務迷城,A fun-filled story about an ordinary guy about to kick into an action-packed adventure. Jackie Chan plays a bored and unsuccessful salesman who never thought his life would amount to anything. All that changes one day when he becomes an instant hero by foiling an attempted bank robbery.,10.247,/fPW4Qn9wm82uOexHMB3TC8x6lRU.jpg,2001-01-18,The Accidental Spy,False,6.043,464
7737,False,/4GbCLy8uia4nwc39CHOT0XHjnpY.jpg,['Science Fiction'],328595,en,Parallels,An underground MMA fighter must confront his sister and his past in an adventure through parallel universes,8.497,/fqUallsX9KSSey1tw7AbujlOmOa.jpg,2015-03-01,Parallels,False,6.0,361
7738,False,/mP6YfpOBBub03BMKzQssw9GnNgb.jpg,"['Mystery', 'Thriller', 'Romance']",46503,en,All Good Things,"Newly-discovered facts, court records and speculation are used to elaborate the true love story and murder mystery of the most notorious unsolved murder case in New York history.",15.147,/3RM8SyB0yHanJbYeHdgi5eLv21C.jpg,2010-12-03,All Good Things,False,6.042,909
7739,False,/dAWlWircXrlnMjsVZSyb7vgMlIo.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']",10424,en,Jennifer Eight,"John Berlin, a big-city cop from LA moves to a small-town police force and immediately finds himself investigating a murder. Using theories rejected by his colleagues, Berlin meets a young blind woman named Helena, whom he is attracted to. Meanwhile, a serial killer is on the loose—and only John knows it.",13.375,/pMlk8spEliRD6hr4ILs5ubHeBGT.jpg,1992-11-06,Jennifer Eight,False,6.042,361
7740,False,/eyU16qZoNdoYKHAiRScWPR7D9ev.jpg,"['Adventure', 'Comedy', 'Drama', 'Family']",183,en,The Wizard,"A boy and his brother run away from home and hitch cross-country, with help from a girl they meet, to compete in the ultimate video-game championship.",12.184,/dtgNNq3TBbpBX6RXHLt5gAMdwPV.jpg,1989-12-15,The Wizard,False,6.0,311
7741,False,/ypuD6ZsupyVV1ElNSIPz2BooIlX.jpg,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']",157353,en,Transcendence,"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.",23.676,/qmOKJWl3wnXDcLhjtJHnCCCvAiO.jpg,2014-04-16,Transcendence,False,6.041,5403
7742,False,/4n10DEpEsNOJj5Is1NjpGqrN7Lv.jpg,"['Family', 'Science Fiction', 'Fantasy', 'Comedy']",10208,en,Muppets from Space,"When Gonzo's breakfast cereal tells him that he's the descendant of aliens from another planet, his attempts at extraterrestrial communication get him kidnapped by a secret government agency, prompting the Muppets to spring into action. It's hard to believe Gonzo's story at first, but Kermit and friends soon find themselves on an epic journey into outer space filled with plenty of intergalactic misadventures.",13.654,/Aww9cF4uMsbald9ddhCYFoP4gBi.jpg,1999-07-14,Muppets from Space,False,6.0,326
7743,False,/zZ6I4kmBSKcA3r4LcvP1ya4Vkmh.jpg,"['Drama', 'Adventure']",1956,en,Gerry,Two friends named Gerry become lost in the desert after taking a wrong turn. Their attempts to find their way home only lead them into further trouble.,10.193,/jzuPVECdfWuHoBIqQEFajbSwwpa.jpg,2002-09-20,Gerry,False,6.041,306
7744,False,/criPrxkTggCra1jch49jsiSeXo1.jpg,"['Science Fiction', 'Adventure', 'Action']",609681,en,The Marvels,"Carol Danvers, aka Captain Marvel, has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol’s estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe.",73.644,/9GBhzXMFjgcZ3FdR9w3bUMMTps5.jpg,2023-11-08,The Marvels,False,6.04,2794
7745,False,/nKXnqssHmh6miZU3jyG5Mz1jpQ3.jpg,['Horror'],254194,en,Starry Eyes,A hopeful young starlet uncovers the ominous origins of the Hollywood elite and enters into a deadly agreement in exchange for fame and fortune.,13.356,/t1sIumVCl91XThMoJqUjpERYeAM.jpg,2014-07-29,Starry Eyes,False,6.04,446
7746,False,/gTql1SBpG15fzsoYKQZZtKujSxI.jpg,"['Comedy', 'Drama', 'Romance', 'Crime']",519106,fr,En liberté !,"Detective Yvonne is the widow of police chief Santi, a local hero in a town on the French Riviera. When she learns he was in fact a crooked cop, she tries to right his wrongs. Crossing paths with Antoine, a victim of Santi, sets off a series of wild events.",10.52,/n8MFhzVkIYhsZYFgzJNnl2wDxmi.jpg,2018-10-06,The Trouble with You,False,6.0,457
7747,False,/7GR03LqwB7ePPPhaK5BAYNzt3Vm.jpg,"['Horror', 'Comedy', 'Fantasy']",461928,en,Anna and the Apocalypse,"A zombie apocalypse threatens the sleepy town of Little Haven – at Christmas – forcing Anna and her friends to fight, slash and sing their way to survival, facing the undead in a desperate race to reach their loved ones. But they soon discover that no one is safe in this new world, and with civilization falling apart around them, the only people they can truly rely on are each other.",15.212,/jVyqqMzDVRjUMeIoaJKSUpRnB9Y.jpg,2018-11-30,Anna and the Apocalypse,False,6.039,388
7748,False,/A83Y5I16txh9lZGlhHP37PhBh33.jpg,"['Horror', 'Thriller']",77883,en,The Possession,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.",21.139,/loZYdcmgvnonHtH0XH0RI7rm8iA.jpg,2012-08-30,The Possession,False,6.039,1596
7749,False,/aMnBqdlb0CMZLsvEghYw9doOSHX.jpg,"['Science Fiction', 'Comedy', 'Adventure']",23048,en,Hot Tub Time Machine,"Four pals are stuck in a rut in adulthood: Adam has just been dumped, Lou is a hopeless party animal, Nick is a henpecked husband, and Jacob does nothing but play video games in his basement. But they get a chance to brighten their future by changing their past after a night of heavy drinking in a ski-resort hot tub results in their waking up in 1986.",22.915,/wjzbVXAes1acbh6k4OO5xVfy5.jpg,2010-03-26,Hot Tub Time Machine,False,6.039,2488
7750,False,/mcuyhSP7vmb7IJXqvyCtl21eVUy.jpg,"['Romance', 'Drama', 'Comedy']",820912,en,Persuasion,"Living with her snobby family on the brink of bankruptcy, Anne Elliot is an unconforming woman with modern sensibilities. When Frederick Wentworth - the dashing one she once sent away - crashes back into her life, Anne must choose between putting the past behind her or listening to her heart when it comes to second chances.",15.219,/s99WrKSEVR4RVvwm5Zn2cqrHTMM.jpg,2022-07-01,Persuasion,False,6.0,588
7751,False,/nyX2zXQ8eePITQNG7aj8RldHGgT.jpg,"['Thriller', 'Drama', 'Fantasy']",508018,es,El aviso,Ten-year-old Nico receives a threatening letter and now his life is in danger. No one seems to believe him except one person that he doesn't know.,8.776,/zHyLc0TpcufC3ELL4yFlKHS3fAN.jpg,2018-03-10,The Warning,False,6.038,370
7752,False,/q2mGL61h0sAIvJYrAMGfFt8N3hO.jpg,"['Thriller', 'Drama']",344041,en,Standoff,"A troubled veteran gets a chance at redemption by protecting a girl from an assassin after she witnesses a murder. Holding a shotgun with a single shell, he engages in physical and psychological warfare in a desperate fight for the girl's life.",13.889,/9gqp8wFesW3LxxvCPKswLchPSeO.jpg,2016-02-26,Standoff,False,6.0,320
7753,False,/aikBhzg2hT853U876DZglf6qlGN.jpg,"['Romance', 'Comedy']",289727,en,The Rewrite,"An Oscar-winning writer in a slump leaves Hollywood to teach screenwriting at a college on the East Coast, where he falls for a single mom taking classes there.",15.42,/IrJiEtUa2OhZvFEM2pseyaxChd.jpg,2014-06-15,The Rewrite,False,6.0,600
7754,False,/u5cU8OGFjM1fD79rKH6e5V1zOLm.jpg,"['Family', 'Comedy']",9893,en,Sleepover,"As their first year of high school looms ahead, best friends Julie, Hannah, Yancy and Farrah have one last summer sleepover. Little do they know they're about to embark on the adventure of a lifetime. Desperate to shed their nerdy status, they take part in a night-long scavenger hunt that pits them against their popular archrivals. Everything under the sun goes on -- from taking Yancy's father's car to sneaking into nightclubs!",18.443,/p9CyHjVFCQfjhLfn9Xo0WPpYHQr.jpg,2004-07-09,Sleepover,False,6.0,481
7755,False,/1bBq4sVRqqdVIlg1rTF76rgOYU0.jpg,"['Comedy', 'Drama', 'Fantasy', 'Mystery']",735697,fr,Incroyable mais vrai,Alain and Marie moved to the suburb house of their dreams. But the real estate agent warned them: what is in the basement may well change their lives forever.,12.223,/yBLlwTXweDzBKgEbYz5ZVTRQaZX.jpg,2022-06-15,Incredible But True,False,6.0,379
7756,False,/vEVPwRzbEz7NnxaouMg47gdA37R.jpg,['Drama'],383709,en,Wonderstruck,The story of a young boy in the Midwest is told simultaneously with a tale about a young girl in New York from fifty years ago as they both seek the same mysterious connection.,14.871,/7hPnW1yWlIJcKCEQ5Kbr5dMtrDp.jpg,2017-10-13,Wonderstruck,False,6.0,401
7757,False,/qk8iVAEHdx4Rd6hnB7PyVrbvmRS.jpg,"['Action', 'Drama', 'History', 'Thriller']",347984,en,6 Days,"London, England, April 1980. Six terrorists assault the Embassy of Iran and take hostages. For six days, tense negotiations are held while the authorities decide whether a military squad should intervene.",14.794,/yRbC0uRj1RDmF0JLon83il2dkR0.jpg,2017-07-09,6 Days,False,6.0,694
7758,False,/svNBiIS1Z2G6g4evTGJNxXKnvaL.jpg,"['Horror', 'Thriller', 'Mystery']",244610,en,The Den,A young woman studying the habits of webcam chat users from the apparent safety of her apartment witnesses a brutal murder online and is quickly immersed in a nightmare in which she and her loved ones are targeted for the same grisly fate as the first victim.,11.393,/iC6Ku4hP613Y55r2yypahsEKdly.jpg,2013-12-12,The Den,False,6.037,339
7759,False,/epZzY9ejT8AUdQ5fKj1GZRusKhV.jpg,['Comedy'],31203,fr,Le Petit Nicolas,"Nicolas has a happy existence, parents who love him, a great group of friends with whom he has great fun, and all he wants is that nothing changes. However, one day, he overhears a conversation that leads him to believe that his life might change forever, his mother is pregnant! He panics and envisions the worst.",18.316,/zOsPAIRyknuPhYpFV0nTzbVLlgM.jpg,2009-09-30,Little Nicholas,False,6.037,1118
7760,False,/dKnv9pdio5DCv7tlCYbF9exNuXK.jpg,"['Action', 'Thriller', 'Science Fiction']",12088,en,Fortress,"In the future, the inmates of a private underground prison are computer-controlled with cameras, dream readers, and devices that can cause pain or death. John and his illegally pregnant wife Karen are locked inside ""The Fortress"" but are determined to escape before the birth of their baby.",16.583,/evjpqWPUY4VpOdyLpeRfkGU8DiR.jpg,1992-12-18,Fortress,False,6.0,655
7761,False,/qNf28DAHAj0JiECIvs3rwneu2FK.jpg,"['Horror', 'Thriller']",11675,en,Halloween H20: 20 Years Later,"Two decades after surviving a massacre on October 31, 1978, former baby sitter Laurie Strode finds herself hunted by persistent knife-wielder Michael Myers. Laurie now lives in Northern California under an assumed name, where she works as the headmistress of a private school. But it's not far enough to escape Myers, who soon discovers her whereabouts. As Halloween descends upon Laurie's peaceful community, a feeling of dread weighs upon her -- with good reason.",25.152,/lqLXUm3oK59sGJKRH2Zjj2m3iMg.jpg,1998-08-05,Halloween H20: 20 Years Later,False,6.0,1656
7762,False,/jZMizCvzseIVuC6tM9dZxHfvkLo.jpg,['Comedy'],10411,en,The Distinguished Gentleman,"A Florida con man uses the passing of the long time Congressman from his district, who he just happens to share a name with, to get elected to his version of paradise- Congress, where the money flows from lobbyists.",12.231,/ny722xPMhsY6JlRmQQjLZs7JP0S.jpg,1992-12-04,The Distinguished Gentleman,False,6.0,307
7763,False,/8z5qtVE2N3AuA3bmvIQsI10Wjg8.jpg,"['Horror', 'Drama', 'TV Movie']",7342,en,Carrie,"An awkward, telekinetic teenage girl's lonely life is dominated by relentless bullying at school and an oppressive religious fanatic mother at home. When her tormentors pull a humiliating prank at the senior prom, she unleashes a horrifying chaos on everyone, leaving nothing but destruction in her wake.",19.529,/knjeEeeyIwDkUtZwDfJOcUIuNdB.jpg,2002-11-04,Carrie,False,6.036,490
7764,False,/poFDHgqiCNSQ5Z1kYMTHbgBMQH4.jpg,"['Action', 'Adventure', 'Drama', 'History']",4515,en,Lions for Lambs,"Three stories told simultaneously in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a student to re-engage.",14.95,/rvpxNsR0n4zh40WM6MiUlkV60on.jpg,2007-10-22,Lions for Lambs,False,6.0,760
7765,False,/9CyFLGfeDOrOOPouHp446T5MSNi.jpg,"['Thriller', 'Drama', 'Horror']",864873,en,Hypnotic,"A young woman seeking self-improvement enlists the help of a renowned hypnotist but, after a handful of intense sessions, discovers unexpected and deadly consequences.",16.278,/miEj4kNc4efZ5WbPJqWl1UXWrvS.jpg,2021-10-27,Hypnotic,False,6.0,616
7766,False,/iyn2JQsftaqhQlXYaCCvn8udM5i.jpg,"['Horror', 'Science Fiction', 'Mystery']",548473,en,Color Out of Space,"The Gardner family moves to a remote farmstead in rural New England to escape the hustle of the 21st century. They are busy adapting to their new life when a meteorite crashes into their front yard, melts into the earth, and infects both the land and the properties of space-time with a strange, otherworldly colour. To their horror, the family discovers this alien force is gradually mutating every life form that it touches—including them.",22.401,/vkwgzCBBiY3C1XEy0WakYfMOvnG.jpg,2019-09-07,Color Out of Space,False,6.0,1486
7767,False,/6eDiL5UvFBnbalrxzrLKbIKwg8t.jpg,"['Fantasy', 'Drama', 'Romance']",109491,en,Beautiful Creatures,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.",21.91,/t7PWQHpJHb2ozALCfaPaC5aHxBs.jpg,2013-02-13,Beautiful Creatures,False,6.0,2837
7768,False,/hovfur18TPFABZIuJYvgjLpln8V.jpg,"['Comedy', 'Family']",15189,en,Hotel for Dogs,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.",18.948,/xuCsYoRiWyFiBLMvpNyn2S3VR9z.jpg,2009-01-16,Hotel for Dogs,False,6.0,862
7769,False,/fjWcAbHRxCSR4kLGvsPEhNjR2ts.jpg,"['Romance', 'Action', 'Comedy']",921636,en,The Out-Laws,"A straight-laced bank manager is about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.",28.298,/5dliMQ2ODbGNoq0hlefdnuXQxMw.jpg,2023-07-07,The Out-Laws,False,6.034,709
7770,False,/dFBua0bSUCQgsrUgqRuiJHp3ZjS.jpg,"['Romance', 'Science Fiction']",59457,en,Womb,"A woman's consuming love forces her to bear the clone of her dead beloved. From his infancy to manhood, she faces the unavoidable complexities of her controversial decision.",16.594,/raTEzBZBflPyVhOls4PmrryvPos.jpg,2010-07-15,Womb,False,6.0,354
7771,False,/4MF9pKO06xmyJO4I6ra0ekNK8Hd.jpg,"['Thriller', 'Horror', 'Mystery']",12590,en,Below,"In the dark silence of the sea during World War II, the submarine USS Tiger Shark prowls on what should be a routine rescue mission. But for the shell-shocked crew, trapped together in the sub's narrow corridors and constricted spaces, this is about to become a journey into the sensory delusions, mental deceptions and runaway fears that lurk just below the surface of the ocean.",16.914,/hpEqhozk3PAExlQrQliX4GC15XS.jpg,2002-08-11,Below,False,6.034,447
7772,False,/y6YSJ6TpXC1lbn7dF7CQ39g8l5H.jpg,"['Comedy', 'Music']",10186,en,The Rocker,"In the 1980s, a drummer is abandoned by his band just before they become rock superstars. Twenty years later, the drummer sees his second chance at stardom arise when he is asked to perform with his teenage nephew's high school rock band.",15.848,/wzgFC7jOEMtf9D6CSdI7ckUMtwU.jpg,2008-08-20,The Rocker,False,6.034,585
7773,False,/gGl3zwoIal0Yn7qgrUgxzJIEVhV.jpg,"['Drama', 'Horror']",133805,en,Carrie,"A contemporary take on the horror classic about an awkward, telekinetic teenage girl, whose lonely life is dominated by relentless bullying at school and an oppressive religious fanatic mother at home. When her tormentors pull a humiliating prank at the senior prom, she unleashes a horrifying chaos on everyone, leaving nothing but destruction in her wake.",42.361,/kloXz9qwO23z9Kbt3z3MgnjF4xO.jpg,2013-10-16,Carrie,False,6.033,4470
7774,False,/9HcZsZQZcgxr99iYYOoYMcfjmHB.jpg,['Comedy'],11419,en,Vegas Vacation,"The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirls—Las Vegas.",18.511,/jUOreo2AWDnPuRJsUp6T1i66tUe.jpg,1997-02-13,Vegas Vacation,False,6.0,645
7775,False,/i2tcQ9nDJpdJELPA82eCd7Irasd.jpg,"['Action', 'Thriller', 'Adventure']",831946,en,Interceptor,A U.S. Army Captain uses her years of tactical training to save humanity from sixteen nuclear missiles launched at the U.S. as a violent attack threatens her remote missile interceptor station.,26.971,/jBKNAfANo4e3rzJtb7aHfYNd7b3.jpg,2022-05-26,Interceptor,False,6.037,737
7776,False,/ensZ2nLvJEtFEioRFE6GJN9JPRI.jpg,['Comedy'],588001,es,A pesar de todo,"Sara, Lucía, Sofía and Claudia are sisters, 4 modern women with very different personalities, who come together at their mother's funeral, after which they discover the man they've all called ""dad"" throughout their lives is not really their father. They embark on a quest to discover who their real fathers are, discovering more about themselves, their mother, and their lives.",12.367,/jeclnbGov6lbHu8o1ugcOBCUBlU.jpg,2019-03-16,Despite Everything,False,6.0,420
7777,False,/ogBxTYI7TDSnkUONkwK4R8hM1lE.jpg,"['Thriller', 'Mystery']",840882,en,The Weekend Away,"When her best friend vanishes during a girls' trip to Croatia, Beth races to figure out what happened. But each clue yields another unsettling deception.",20.399,/6MS0QEl7UK2gdFFbHfNwuYlsq4H.jpg,2022-03-03,The Weekend Away,False,6.031,697
7778,False,/eL3OXDtu0L09lNvuPqVjFVw19Z9.jpg,"['Comedy', 'Drama', 'Romance']",253235,en,And So It Goes,"Nobody likes self-centered realtor Oren Little, and he prefers it that way. He's deliberately mean to anyone who crosses his path and wants nothing more than to sell one final house and retire. His life turns upside-down when his estranged son drops off a granddaughter he never knew existed. Suddenly left in charge of her and with no idea how to take care of a child, he pawns the girl off on his neighbor, Leah -- but he eventually learns how to open his heart.",20.478,/mp6aEHJa1SUQD0BvmbytvVjHk8.jpg,2014-07-17,And So It Goes,False,6.031,458
7779,False,/wtpYrJFTPOGSj9G03p1ATIxipZ5.jpg,['Thriller'],205588,en,Our Kind of Traitor,"A young Oxford academic and his attorney girlfriend holiday in Morocco. They bump into a Russian millionaire who owns a peninsula and a diamond watch. He wants a game of tennis. What else he wants propels the lovers on a tortuous journey to the City of London and its unholy alliance with Britain's intelligence establishment, to Paris and the Alps.",13.46,/sYKzETDzreQKKazVj11J4Oy5Wgt.jpg,2016-05-05,Our Kind of Traitor,False,6.0,548
7780,False,/3mOZ5ZpU3TeibDjFkUV7NkqfX4q.jpg,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",10724,en,Firefox,"The Soviets have developed a revolutionary new jet fighter, called 'Firefox'. Worried that the jet will be used as a first-strike weapon—as there are rumours that it is undetectable by radar—the British send ex-Vietnam War pilot, Mitchell Gant on a covert mission into the Soviet Union to steal the Firefox.",16.338,/xP6VaKdFEriMzPXe3j5YyDF3ryS.jpg,1982-06-18,Firefox,False,6.031,557
7781,False,/kZyurQjTMLHalUxs7sHgH5XeiwO.jpg,"['Drama', 'Romance']",20,en,My Life Without Me,A fatally ill mother with only two months to live creates a list of things she wants to do before she dies without telling her family of her illness.,15.281,/pFEtVPW88pWflYV84UFL0h1iJr3.jpg,2003-03-07,My Life Without Me,False,6.0,467
7782,False,/g2dJYpwPijoShObTRkNDIKn4E6z.jpg,['Comedy'],437670,de,Fack ju Göhte 3,Bank robber turned teacher Zeki Müller tries to get his class of misfits through the A-Levels but the usual escalations plus lack of future perspectives make it quite difficult.,18.906,/bXNF83QyA2YsBaTh3aATnBw4iQR.jpg,2017-10-26,Suck Me Shakespeer 3,False,6.0,447
7783,False,/wV1rqqJxzjPtTPrdByeBHmT44Wn.jpg,"['Science Fiction', 'Thriller', 'Drama']",300681,en,Replicas,A scientist becomes obsessed with returning his family to normalcy after a terrible accident.,23.518,/hhPBTAn9b4TYOxc1JYNsX4BFAlW.jpg,2018-10-25,Replicas,False,6.0,1371
7784,False,/4Hm2pP9NELXZIQKAlQSBlKWTFD7.jpg,"['Comedy', 'Romance']",11452,en,National Lampoon's Van Wilder,"Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated.",30.974,/hl19MAS9hV5QkkUdZuoLleDuNH9.jpg,2002-03-29,National Lampoon's Van Wilder,False,6.029,1791
7785,False,/1ucqnkuZLgC4wuhaIYqleRpW06.jpg,"['Action', 'Crime', 'Drama']",9989,en,Antitrust,A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,15.258,/9PXyfcJe53A9qFkcj5dkTJwIWoS.jpg,2001-01-11,Antitrust,False,6.029,523
7786,False,/3NSwwxsu8YXIqnGOrfREEsXWkT7.jpg,"['Drama', 'Thriller']",2370,en,Topaz,"Copenhagen, Denmark, 1962. When a high-ranking Soviet official decides to change sides, a French intelligence agent is caught up in a cold, silent and bloody spy war in which his own family will play a decisive role.",15.161,/8u7vxykCVZoaxNocLbpstv3IFNK.jpg,1969-12-17,Topaz,False,6.029,380
7787,False,/p4INKu77iuTG1o1a5N3Y9vqeEGq.jpg,"['Horror', 'Thriller']",1079485,en,Winnie-the-Pooh: Blood and Honey 2,"Five months following the murders, Christopher Robin struggles to maintain a regular life while dealing with PTSD. However, deep within the 100-Acre-Wood, a destructive rage grows as Pooh, Piglet, Owl, and Tigger find their home and their lives endangered after their existence is revealed.",111.361,/2sADrLwMQof6yYmrJRSa04tFZuS.jpg,2024-03-26,Winnie-the-Pooh: Blood and Honey 2,False,6.0,325
7788,False,/a3k0IWjlG0Q2l9hiQUdROhzJEAg.jpg,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",308531,en,Teenage Mutant Ninja Turtles: Out of the Shadows,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.",53.893,/euVaCiCWz3AALcQXHT6aUqdGUo6.jpg,2016-06-01,Teenage Mutant Ninja Turtles: Out of the Shadows,False,6.028,3527
7789,False,/7ErztsTSltyyXJP2PFexDrpg4lf.jpg,['Comedy'],257091,en,Get Hard,"When obscenely rich hedge-fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other.",18.284,/rJPbS2cYOYhDCjT5NmW1Fm6gFl3.jpg,2015-03-26,Get Hard,False,6.0,2709
